GEO_ID,NAME,TOTAL,HISP,WNH,BNH,H,W,B,Race
47157021125,"Census Tract 211.25, Shelby County, Tennessee",3688,245,1808,1314,6.64316702819957,49.0238611713666,35.6290672451193,W
47157021126,"Census Tract 211.26, Shelby County, Tennessee",3511,242,1443,1383,6.89262318427798,41.0994018798063,39.3904870407291,W
47157021139,"Census Tract 211.39, Shelby County, Tennessee",3419,105,1971,949,3.07107341327874,57.6484352149751,27.7566539923954,W
47157021140,"Census Tract 211.40, Shelby County, Tennessee",3805,232,2072,1192,6.09724047306176,54.4546649145861,31.3272010512484,W
47157021142,"Census Tract 211.42, Shelby County, Tennessee",2946,174,1508,1081,5.90631364562118,51.1880515953836,36.693822131704,W
47157021143,"Census Tract 211.43, Shelby County, Tennessee",3544,262,1729,1246,7.39277652370203,48.7866817155756,35.1580135440181,W
47157021144,"Census Tract 211.44, Shelby County, Tennessee",2948,211,1258,1173,7.15739484396201,42.6729986431479,39.7896879240163,W
47157021311,"Census Tract 213.11, Shelby County, Tennessee",4043,91,3347,299,2.2508038585209,82.7850605985654,7.39549839228296,W
47157021312,"Census Tract 213.12, Shelby County, Tennessee",1847,86,1330,241,4.65619924201408,72.0086626962642,13.0481862479697,W
47157021320,"Census Tract 213.20, Shelby County, Tennessee",4715,158,3265,1112,3.35100742311771,69.2470837751856,23.5843054082715,W
47157021331,"Census Tract 213.31, Shelby County, Tennessee",2790,115,1603,935,4.12186379928315,57.4551971326165,33.5125448028674,W
47157021341,"Census Tract 213.41, Shelby County, Tennessee",4278,103,3679,194,2.40766713417485,85.9981299672744,4.53482935951379,W
47157021351,"Census Tract 213.51, Shelby County, Tennessee",4202,144,3494,148,3.426939552594,83.1508805330795,3.52213231794384,W
47157021352,"Census Tract 213.52, Shelby County, Tennessee",5175,111,4485,106,2.14492753623188,86.6666666666667,2.04830917874396,W
47157021355,"Census Tract 213.55, Shelby County, Tennessee",4226,101,2787,862,2.38996687174633,65.9488878371983,20.3975390440133,W
47157021356,"Census Tract 213.56, Shelby County, Tennessee",3033,75,2485,106,2.47279920870425,81.9320804484009,3.49488954830201,W
47157021357,"Census Tract 213.57, Shelby County, Tennessee",4313,101,3501,101,2.34175747739393,81.1731973104568,2.34175747739393,W
47157021410,"Census Tract 214.10, Shelby County, Tennessee",2288,64,2015,46,2.7972027972028,88.0681818181818,2.01048951048951,W
47157021420,"Census Tract 214.20, Shelby County, Tennessee",2630,76,2218,109,2.88973384030418,84.3346007604563,4.14448669201521,W
47157021430,"Census Tract 214.30, Shelby County, Tennessee",3184,84,2620,209,2.63819095477387,82.286432160804,6.56407035175879,W
47157021530,"Census Tract 215.30, Shelby County, Tennessee",4343,119,3387,214,2.74004144600507,77.9875661984803,4.92746949113516,W
47157021541,"Census Tract 215.41, Shelby County, Tennessee",5860,187,4448,278,3.19112627986348,75.9044368600683,4.74402730375427,W
47157021542,"Census Tract 215.42, Shelby County, Tennessee",3314,144,2591,130,4.34520217260109,78.183464091732,3.92275196137598,W
47157021544,"Census Tract 215.44, Shelby County, Tennessee",2562,96,1251,270,3.74707259953162,48.8290398126464,10.5386416861827,W
47157021545,"Census Tract 215.45, Shelby County, Tennessee",2904,110,1845,505,3.78787878787879,63.5330578512397,17.3898071625344,W
47157021546,"Census Tract 215.46, Shelby County, Tennessee",3000,129,1100,1000,4.3,36.6666666666667,33.3333333333333,W
47157021611,"Census Tract 216.11, Shelby County, Tennessee",4548,140,3864,239,3.07827616534741,84.9604221635884,5.25505716798593,W
47157021612,"Census Tract 216.12, Shelby County, Tennessee",3391,77,3073,69,2.27071660277204,90.6222353288116,2.03479799469183,W
47157021613,"Census Tract 216.13, Shelby County, Tennessee",3356,135,2759,150,4.02264600715137,82.2109654350417,4.46960667461263,W
47157021620,"Census Tract 216.20, Shelby County, Tennessee",2359,197,1010,1006,8.35099618482408,42.8147520135651,42.6451886392539,W
47157980402,"Census Tract 9804.02, Shelby County, Tennessee",7,0,6,0,0,85.7142857142857,0,W
